,$> (),NON GERE,,,OK,OK,"bash: syntax error near
unexpected token `)'
$>",2,
,$> ( ( ) ),NON GERE,,,OK,OK,"bash: syntax error near
unexpected token `)'
$>",2,
,$> ( ( ( ( ) ) ) ),NON GERE,,,OK,OK,"bash: syntax error near
unexpected token `)'
$>",2,
,"$> """"",NON GERE,,,OK,OK,"bash: : command not found
$>",127,
,"$> ""hola""",,,,OK,OK,"bash: hola: command not found
$>",127,
,$> 'hola',,,,OK,OK,"bash: hola: command not found
$>",127,
,$> '',NON GERE,,,OK,OK,"bash: : command not found
$>",127,
,$> *,NON GERE,,,OK,OK,"bash: crashtest.c: command not found
$>",127,[BONUS]
,$> */*,NON GERE,,,OK,OK,"bash: Docs/attest.cation: command not found
$>",127,[BONUS]
,$> */*,NON GERE,,,OK,OK,bash: */*: No such file or directory,127,[BONUS] S'il n'y aucun dossier à l'intérieur
,$> .,NON GERE,,,OK,OK,"bash: .: filename argument required
$>",2,
,$> ..,NON GERE,,,OK,OK,"bash: ..: command not found
$>",127,
,$> ~,NON GERE,,,OK,OK,"bash: /home/vietdu91: Is a directory
$>",126,
,$> ABC=hola,NON GERE,,,OK,OK,$>,0,/!\ A gerer comme une erreur 
,$> 4ABC=hola,NON GERE,,,OK,OK,"bash: 4ABC=hola: command not found
$>",127,
,hola,,,,OK,OK,"bash: hola: command not found
$>",127,
,$> hola que tal,,,,OK,OK,"bash: hola: command not found
$>",127,
,$> Makefile,,,,OK,OK,"bash: Makefile: command not found
$>",127,
ECHO   🎉,$> echo,,,,OK,OK,"
$>",0,
,$> echo -n,,,,OK,OK,$>,0,
,$> echo Hola,,,,OK,OK,"Hola
$>",0,
,$> echoHola,,,,OK,OK,"bash: echoHola: command not found
$>",127,
,$> echo-nHola,,,,OK,OK,"bash: echo-nHola: command not found
$>",127,
,$> echo -n Hola,,,,OK,OK,Hola$>,0,
,"$> echo ""-n"" Hola",,,,OK,OK,Hola$>,0,
,$> echo -nHola,,,,OK,OK,"-nHola
$>",0,
,$> echo Hola -n,,,,OK,OK,"Hola -n
$>",0,
,$> echo Hola Que Tal,,,,OK,OK,"Hola Que Tal
$>",0,
,$> echo         Hola,,,,OK,OK,"Hola
$>",0,
,$> echo    Hola     Que    Tal,,,,OK,OK,"Hola Que Tal
$>",0,
,$> echo      \n hola,,,,OK,OK,"n hola
$>",0,A gerer ?
,"$> echo ""         "" | cat -e",,,,OK,OK,"         $
$>",0,
,$> echo           | cat -e,,,,OK,OK,"$
$>",0,
,"$> """"''echo hola""""'''' que""""'' tal""""''",,,,OK,OK,"hola que tal
$>",0,
,$> echo -n -n,,,,OK,OK,$>,0,
,$> echo -n -n Hola Que,,,,OK,OK,Hola Que$>,0,
,$> echo -p,,,,OK,OK,"-p
$>",0,
,$> echo -nnnnn,,,,OK,OK,$>,0,
,$> echo -n -nnn -nnnn,,,,OK,OK,$>,0,
,$> echo -n-nnn -nnnn,,,,OK,OK,"-n-nnn -nnnn
$>",0,
,$> echo -n -nnn hola -nnnn,,,,OK,OK,hola -nnnn$>,0,
,$> echo -n -nnn-nnnn,,,,OK,OK,-nnn-nnnn$>,0,
,$> echo --------n,,,,OK,OK,"--------n
$>",0,
,$> echo -nnn --------n,,,,OK,OK,--------n$>,0,
,$> echo -nnn -----nn---nnnn,,,,OK,OK,-----nn---nnnn$>,0,
,$> echo -nnn --------nnnn,,,,OK,OK,--------nnnn$>,0,
,$> echo $,,,,OK,OK,"$
$>",0,
,$> echo $?,,,,OK,OK,"0
$>",0,Renvoie le code de retour du dernier pipeline exécuté à l'avant-plan
,$> echo $?$,,,,OK,OK,"0$
$>",0,
,$> echo $? | echo $? | echo $?,,,,OK,OK,"0
$>",0,
,$> echo $:$= | cat -e,,,,OK,OK,"$:$=$
$>",0,
,"$> echo "" $ "" | cat -e",,,,OK,OK," $ $
$>",0,
,$> echo ' $ ' | cat -e,,,,OK,OK," $ $
$>",0,
,$> echo $HOME,,,,OK,OK,"/home/vietdu91
$>",0,
,$> echo \$HOME,,,,OK,OK,"$HOME
$>",0,
,$> echo my shit terminal is [$TERM],,,,OK,OK,"my shit terminal is [xterm-256color]
$>",0,
,$> echo my shit terminal is [$TERM4,,,,OK,OK,"my shit terminal is [
$>",0,
,$> echo my shit terminal is [$TERM4],,,,OK,OK,"my shit terminal is []
$>",0,
,$> echo $HOME9,,,,OK,OK,"
$>",0,Marche pour tous les caractères alphanumériques de l'ASCII
,$> echo $HOME%,,,,OK,OK,"/home/vietdu91%
$>",0,"Marche pour les autres caractères (ponctuation, caractères non-ASCII, etc.)"
,$> echo Le path de mon HOME est $HOME,,,,OK,OK,"Le path de mon HOME est /home/vietdu91
$>",0,
,$> echo $USER$var\$USER$USER\$USERtest$USER,,,,OK,OK,"vietdu91$USERvietdu91$USERtestvietdu91
$>",0,"A ne pas gerer si '\' non gere :
Doit sortir : vietdu91vietdu91vietdu91vietdu91"
,$> echo $hola*,,,,OK,OK,"
$>",0,Cas d'un variable inexistant
,$> echo -nnnn $hola,,,,OK,OK,$>,0,
,$> echo > <,,,,OK,OK,"bash: syntax error near unexpected token `<'
$>",2,
,$> echo | |,,,,OK,OK,"bash: syntax error near unexpected token `|'
$>",2,
,$> EechoE,,,,OK,OK,"bash: EechoE: command not found
$>",127,
,$> .echo.,,,,OK,OK,"bash: .echo.: command not found
$>",127,
,$> >echo>,,,,OK,OK,"bash: syntax error near unexpected token `newline'
$>",2,
,$> <echo<,,,,OK,OK,"bash: syntax error near unexpected token `newline'
$>",2,
,$> >>echo>>,,,,OK,OK,"bash: syntax error near unexpected token `newline'
$>",2,
,$> |echo|,,,,OK,OK,"bash: syntax error near unexpected token `|'
$>",2,
,$> |echo -n hola,,,,OK,OK,"bash: syntax error near unexpected token `|'
$>",2,
,$> echo *,NON GERE,,,OK,OK,"crashtest.c  Docs  Dockers  Drawings  Makefile  minishell  philosophers  srcs  test.c
$>",0,[BONUS]
,$> echo '*',NON GERE,,,OK,OK,"*
$>",0,Marche aussi pour les double quotes
,$> echo D*,NON GERE,,,OK,OK,"Docs Dockers Drawings
$>",0,[BONUS]
,$> echo *Z,NON GERE,,,OK,OK,"*Z
$>",0,[BONUS]
,$> echo *t hola,NON GERE,,,OK,OK,"crashtest.c test.c hola
$>",0,[BONUS]
,$> echo *t,NON GERE,,,OK,OK,"crashtest.c test.c
$>",0,[BONUS]
,$> echo $*,NON GERE,,,OK,OK,"
$>",0,[BONUS]
,$> echo hola*hola *,NON GERE,,,OK,OK,"hola*hola crashtest.c  Docs  Dockers  Drawings  Makefile  minishell  philosophers  srcs  test.c
$>",0,[BONUS]
,$> echo $hola*,NON GERE,,,OK,OK,"crashtest.c  Docs  Dockers  Drawings  Makefile  minishell  philosophers  srcs  test.c
$>",0,[BONUS]
,$> echo $HOME*,NON GERE,,,OK,OK,"/home/vietdu91
$>",0,[BONUS]
,"$> echo $""""",,,,OK,OK,"
$>",0,
,"$> echo ""$""""""",,,,OK,OK,"$
$>",0,
,$> echo '$''',,,,OK,OK,"$
$>",0,
,"$> echo $""HOME""",,,,OK,OK,"HOME
$>",0,
,$> echo $''HOME,,,,OK,OK,"HOME
$>",0,
,"$> echo $""""HOME",,,,OK,OK,"HOME
$>",0,
,"$> echo ""$HO""ME",,,,OK,OK,"ME
$>",0,
,$> echo '$HO'ME,,,,OK,OK,"$HOME
$>",0,
,"$> echo ""$HO""""ME""",,,,OK,OK,"ME
$>",0,
,$> echo '$HO''ME',,,,OK,OK,"$HOME
$>",0,
,"$> echo ""'$HO''ME'""",,,,OK,OK,"''ME'
$>",0,⚠️ Il y a bien 3 singles quotes avant le ME. Je ne sais pas pourquoi Excel tronque à l'affichage le 3e quote
,"$> echo """"$HOME",,,,OK,OK,"/home/vietdu91
$>",0,
,"$> echo """" $HOME",,,,OK,OK," /home/vietdu91
$>",,
,$> echo ''$HOME,,,,OK,OK,"/home/vietdu91
$>",0,
,$> echo '' $HOME,,,,OK,OK," /home/vietdu91
$>",,
,"$> echo $""HO""""ME""",,,,OK,OK,"HOME
$>",0,
,$> echo $'HO''ME',,,,OK,OK,"HOME
$>",0,
,$> echo $'HOME',,,,OK,OK,"HOME
$>",0,
,"$> echo ""$""HOME",,,,OK,OK,"$HOME
$>",0,
,$> echo $=HOME,,,,OK,OK,"$=HOME
$>",0,
,"$> echo $""HOLA""",,,,OK,OK,"HOLA
$>",0,
,$> echo $'HOLA',,,,OK,OK,"HOLA
$>",0,
,$> echo $DONTEXIST Hola,,,,OK,OK,"Hola
$>",0,Le cas ou la variable n'existe pas et n'est pas importee
,"$> echo ""hola""",,,,OK,OK,"hola
$>",0,
,$> echo 'hola',,,,OK,OK,"hola
$>",0,
,$> echo ''hola'',,,,OK,OK,"hola
$>",0,
,$> echo ''h'o'la'',,,,OK,OK,"hola
$>",0,
,"$> echo ""''h'o'la''""",,,,OK,OK,"'h'o'la''
$>",0,
,"$> echo ""'""h'o'la""'""",,,,OK,OK,"hola'
$>",0,
,"$> echo""'hola'""",,,,OK,OK,"bash: echo'hola': command not found
$>",0,
,"$> echo ""'hola'""",,,,OK,OK,"'hola'
$>",0,
,"$> echo '""hola""'",,,,OK,OK,"""hola""
$>",0,
,"$> echo '''ho""''''l""a'''",,,,OK,OK,"ho""l""a
$>",0,
,"$> echo hola""""""""""""""""""""""""",,,,OK,OK,"hola
$>",0,
,"$> echo hola""''''''''''""",,,,OK,OK,"hola''''''''''
$>",0,
,$> echo hola'''''''''''',,,,OK,OK,"hola
$>",0,
,"$> echo hola'""""""""""""""""""""'",,,,OK,OK,"hola""""""""""""""""""""
$>",0,
,"$> e""cho hola""",,,,OK,OK,"bash: echo hola: command not found
$>",127,
,$> e'cho hola',,,,OK,OK,"bash: echo hola: command not found
$>",127,
,"$> echo ""hola     "" | cat -e",,,,OK,OK,"hola     $
$>",0,
,"$> echo """"hola",,,,OK,OK,"hola
$>",0,
,"$> echo """" hola",,,,OK,OK," hola
$>",0,
,"$> echo """"             hola",,,,OK,OK," hola
$>",0,
,"$> echo """"hola",,,,OK,OK,"hola
$>",0,
,"$> echo """" hola",,,,OK,OK," hola
$>",0,
,"$> echo hola""""bonjour",,,,OK,OK,"holabonjour
$>",0,
,"$> ""e""'c'ho 'b'""o""nj""o""'u'r",,,,OK,OK,"bonjour
$>",0,
,"$> """"e""'c'ho 'b'""o""nj""o""'u'r""",,,,OK,OK,"bash: e'c'ho 'b'onjo'u'r: command not found
$>",127,
,"$> echo ""$DONTEXIST""Makefile",,,,OK,OK,"Makefile
$>",0,
,"$> echo ""$DONTEXIST""""Makefile""",,,,OK,OK,"Makefile
$>",0,
,"$> echo ""$DONTEXIST"" ""Makefile""",,,,OK,OK," Makefile
$>",0,Attention a l'espace avant
💰,$> $?,,,,OK,OK,"bash: 0: command not found
$>",127,Renvoie le code de retour du dernier pipeline exécuté à l'avant-plan
,$> $?$?,,,,OK,OK,"bash: 00: command not found
$>",127,
,$> ?$HOME,,,,OK,OK,"bash: ?/home/vietdu91: command not found
$>",127,
,$> $,,,,OK,OK,"bash: $: command not found
$>",127,
,$> $HOME,,,,OK,OK,"bash: /home/vietdu91: Is a directory
$>",126,
,$> $HOMEdskjhfkdshfsd,,,,OK,OK,$>,0,
,"$> ""$HOMEdskjhfkdshfsd""",,,,OK,OK,"bash: : command not found
$>",127,
,$> '$HOMEdskjhfkdshfsd',,,,OK,OK,"bash: $HOMEsddfddfssfdfs: command not found
$>",127,
,$> $DONTEXIST,,,,OK,OK,$>,0,Cas d'un variable inexistant
,$> $LESS$VAR,,,,OK,OK,"bash: -R: command not found
$>",127,
SIGNAUX 🛰,$> Ctlr-C,,,,OK,OK,"$> ^C
$>",130,
,$> holaCtlr-C,,,,OK,OK,"$> hola^C
$>",130,
,$> cat (faire Ctlr-C apres avoir fait plusieurs fois [ENTREE]),,,,OK,OK,"


^C
$>",130,
,$> cat | rev(faire Ctlr-C apres avoir fait plusieurs fois [ENTREE]),,,,OK,OK,"


^C
$>",0,
,$> Ctlr-D,,,,OK,OK,"$> exit
~/minishell $>",0,Sort du programme
,$> hola Ctlr-D,,,,OK,OK,$> hola,/,Ne fait rien
,$> Ctlr-\,,,,OK,OK,$>,/,Ne fait rien
,$> hola Ctlr-\,,,,OK,OK,$> hola,/,
,$> cat (faire Ctlr-\ apres avoir fait plusieurs fois [ENTREE]),,,,OK,OK,"


^\Quit (core dumped)
$>",131,
,$> Ctlr-Z,,,,OK,OK,$>,/,Ne fait rien
,$> sleep 3 | sleep 3 | sleep 3 (faire Ctlr-C une seconde apres),,,,OK,OK,"^C
$>",130,
,$> sleep 3 | sleep 3 | sleep 3 (faire Ctlr-D une seconde apres),,,,OK,OK,$>,0,Ne fait rien
,$> sleep 3 | sleep 3 | sleep 3 (faire Ctlr-\ une seconde apres),,,,OK,OK,"^\Quit (core dumped)
$>",131,
🛫 ENV & EXPORT & UNSET 🛬,$> env,,,,OK,OK,"...
PATH=...
$>",0,
,$> env hola,NON GERE,,,OK,OK,"env: ʻhola’: No such file or directory
$>",127,
,$> env hola que tal,NON GERE,,,OK,OK,"env: ʻhola’: No such file or directory
$>",127,
,$> env env,NON GERE,,,OK,OK,"...
PATH=...
$>",0,Affiche une seule fois env
,$> env env env env env,NON GERE,,,OK,OK,"...
PATH=...
$>",0,Affiche une seule fois env
,$> env ls,NON GERE,,,OK,OK,"crashtest.c  Docs  Dockers  Drawings  Makefile  minishell  philosophers  srcs  test.c
$>",0,
,$> env ./Makefile,NON GERE,,,OK,OK,"env: ‘./Makefile’: Permission denied
$>",126,
,"$> export HOLA=bonjour
$> env",,,,OK,OK,"...
HOLA=bonjour
$>","0
0",
,"$> export       HOLA=bonjour
$> env",,,,OK,OK,"...
HOLA=bonjour
$>","0
0",
,$> export,,,,OK,OK,"...
export PATH=""...""
$>",0,"Les variables sont triees par ordre alphabetique
On n'oublie pas les doubles quotes qui designent les strings attribues a chaque variable"
,"$> export Hola
$> export",,,,OK,OK,"...
export HOME=""/home/vietdu91""
export Hola
export PATH=""...""
$>","0
0",Hola n'existe pas dans env mais il existe dans export
,"$> export Hola9hey
$> export",,,,OK,OK,"...
export HOME=""/home/vietdu91""
export Hola9hey
export PATH=""...""
$>","0
0",
,$> export $DONTEXIST,,,,OK,OK,"...
export HOME=""/home/vietdu91""
export PATH=""...""
$>",0,Le cas ou la variable n'existe pas et n'est pas importee
,"$> export | grep ""HOME""",,,,OK,OK,"export HOME=""/home/vietdu91""
$>",0,
,"$> export """"",,,,OK,OK,"bash: export: `': not a valid identifier
$>",1,
,$> export =,,,,OK,OK,"bash: export: ʻ=': not a valid identifier
$>",1,
,$> export %,,,,OK,OK,"bash: export: ʻ%': not a valid identifier
$>",1,
,$> export $?,,,,OK,OK,"bash: export: `0': not a valid identifier
$>",1,
,$> export ?=2,,,,OK,OK,"bash: export: ʻ?=2': not a valid identifier
$>",1,
,$> export 9HOLA=,,,,OK,OK,"bash: export: ʻ9HOLA=': not a valid identifier
$>",1,
,"$> export HOLA9=bonjour
$> env",,,,OK,OK,"...
HOLA9=bonjour
$>","0
0",
,"$> export _HOLA=bonjour
$> env",,,,OK,OK,"...
_HOLA=bonjour
$>","0
0",
,"$> export ___HOLA=bonjour
$> env",,,,OK,OK,"...
___HOLA=bonjour
$>","0
0",
,"$> export _HO_LA_=bonjour
$> env",,,,OK,OK,"...
_HO_LA_=bonjour
$>","0
0",
,$> export HOL@=bonjour,,,,OK,OK,"bash: export: ʻHOL@=bonjour’: not a valid identifier
$>",1,"Cas où le nom de variable ne contient pas de lettres, ni de chiffres, ni d'underscores"
,$> export HOL\~A=bonjour,NON GERE,,  ,OK,OK,"bash: export: `HOL~A=bonjour': not a valid identifier
$>",1,
,$> export -HOLA=bonjour,,,,OK,OK,bash: export: -H: invalid option,2,
,$> export --HOLA=bonjour,,,,OK,OK,bash: export: --: invalid option,2,
,$> export HOLA-=bonjour,,,,OK,OK,"bash: export: `HOLA-=bonjour': not a valid identifier
$>",1,
,$> export HO-LA=bonjour,,,,OK,OK,"bash: export: `HO-LA=bonjour': not a valid identifier
$>",1,
,$> export HOL.A=bonjour,,,,OK,OK,"bash: export: `HOL.A=bonjour': not a valid identifier
$>",1,
,$> export HOL\\\$A=bonjour,NON GERE,,,OK,OK,"bash: export: `HOL\$A=bonjour': not a valid identifier
$>",1,
,$> export HO\\\\LA=bonjour,NON GERE,,,OK,OK,"bash: export: `HO\\LA=bonjour': not a valid identifier
$>",1,
,$> export HOL}A=bonjour,,,,OK,OK,"bash: export: `HOL}A=bonjour': not a valid identifier
$>",1,
,$> export HOL{A=bonjour,,,,OK,OK,"bash: export: `HOL{A=bonjour': not a valid identifier
$>",1,
,$> export HO*LA=bonjour,,,,OK,OK,"bash: export: `HO*LA=bonjour': not a valid identifier
$>",1,
,$> export HO#LA=bonjour,,,,OK,OK,"bash: export: `HO#LA=bonjour': not a valid identifier
$>",1,
,$> export HO@LA=bonjour,,,,OK,OK,"bash: export: `HO@LA=bonjour': not a valid identifier
$>",1,
,$> export HO!LA=bonjour,,,,OK,OK,bash: !LA=bonjour: event not found,0,
,"$> export HO$?LA=bonjour
$> env",,,,OK,OK,"...
HO0LA=bonjour
$>",0,
,$> export +HOLA=bonjour,,,,OK,OK,"bash: export: `+HOLA=bonjour': not a valid identifier
$>",1,
,$> export HOL+A=bonjour,,,,OK,OK,"bash: export: `HOL+A=bonjour': not a valid identifier
$>",1,
,"$> export HOLA+=bonjour
$> env",NON GERE,,,OK,OK,"...
HOLA=bonjour
$>",0,
,"$> export HOLA=bonjour
$> export HOLA+=bonjour
$> env",NON GERE,,,OK,OK,"...
HOLA=bonjourbonjour
$>",0,"""+="" s'ajoute au contenu de la variable"
,"$> exportHOLA=bonjour
$> env",NON GERE,,,OK,OK,"...
PATH=...
$>",0,
,$> export HOLA =bonjour,,,,OK,OK,"bash: export: ʻ=bonjour’: not a valid identifier
$>",1,
,$> export HOLA = bonjour,,,,OK,OK,"bash: export: ʻ=': not a valid identifier
$>",1,
,"$> export HOLA=bon jour
$> env",,,,OK,OK,"...
HOLA=bon
$>",0,
,"$> export HOLA= bonjour
$> env",,,,OK,OK,"...
HOLA=
$>",0,
,"$> export HOLA=bonsoir
$> export HOLA=bonretour
$> export HOLA=bonjour
$> env",,,,OK,OK,"...
HOLA=bonjour
$>","0
0
0",
,"$> export HOLA=$HOME
$> env",,,,OK,OK,"...
HOLA=/home/vietdu91
$>","0
0",
,"$> export HOLA=bonjour$HOME
$> env",,,,OK,OK,"...
HOLA=bonjour/home/vietdu91
$>","0
0",
,"$> export HOLA=$HOMEbonjour
$> env",,,,OK,OK,"...
HOLA=
$>","0
0",
,"$> export HOLA=bon$jour
$> env",,,,OK,OK,"...
HOLA=bon
$>","0
0","Le cas où la variable ""$jour"" n'existe pas"
,"$> export HOLA=bon\jour
$> env",NON GERE,,,OK,OK,"...
HOLA=bonjour
$>","0
0",
,"$> export HOLA=bon\\jour
$> env",NON GERE,,,OK,OK,"...
HOLA=bon\jour
$>","0
0",
,$> export HOLA=bon(jour,NON GERE,,,OK,OK,"bash: syntax error near
unexpected token `('
$>",2,Marche pour les caractères : ()
,$> export HOLA=bon()jour,NON GERE,,,OK,OK,"bash: syntax error near
unexpected token `('
$>",2,
,$> export HOLA=bon&jour,NON GERE,,,OK,OK,"bash: jour: command not found
$>",127,Marche pour les caractères : &|
,"$> export HOLA=bon@jour
$> env",,,,OK,OK,"$> env
...
HOLA=bon@jour
$>",0,
,"$> export HOLA=bon;jour
$> env",,,,OK,OK,"bash: jour: command not found
$> env
...
HOLA=bon
$>","127
0",
,$> export HOLA=bon!jour,,,,OK,OK,"bash: !jour: event not found
$>",1,
,"$> export HOLA=bon""jour""
$> env",,,,OK,OK,"...
HOLA=bonjour
PATH=...
$>","0
0",
,"$> export HOLA$USER=bonjour
$> env",,,,OK,OK,"...
HOLAvietdu91=bonjour
PATH=...
$>","0
0",
,"$> export HOLA=bonjour=casse-toi
$> echo $HOLA",,,,OK,OK,"HOLA=bonjour=casse-toi
$>","0
0",
,"$> export ""HOLA=bonjour""=casse-toi
$> echo $HOLA",,,,OK,OK,"HOLA=bonjour=casse-toi
$>","0
0",
,"$> export HOLA=bonjour
$> export BYE=casse-toi
$> echo $HOLA et $BYE",,,,OK,OK,"bonjour et casse-toi
$>","0
0
0",
,"$> export HOLA=bonjour BYE=casse-toi
$> echo $HOLA et $BYE",,,,OK,OK,"bonjour et casse-toi
$>","0
0",
,"$> export $HOLA=bonjour
$> env",,,,OK,OK,"...
bonjour=bonjour
PATH=...
$>",0,
,"$> export HOLA=""bonjour      ""  
$> echo $HOLA | cat -e",,,,OK,OK,"bonjour$
$>",0,
,"$> export HOLA=""   -n bonjour   ""  
$> echo $HOLA",,,,OK,OK,bonjour$>,0,
,"$> export HOLA=""bonjour   ""/
$> echo $HOLA",,,,OK,OK,"bonjour /
$>",0,
,"$> export HOLA='""'
$> echo "" $HOLA "" | cat -e",,,,OK,OK," "" $
$>",0,
,"$> export HOLA=at
$> c$HOLA Makefile",,,,OK,OK,"[cela affiche le Makefile]
$>",0,
,"$> export """" HOLA=bonjour
$> env",,,,OK,OK,"bash: export: `"": not a valid identifier
$> env
...
HOLA=bonjour
$>",1,
,"$> export HOLA=""cat Makefile | grep NAME""  
$> echo $HOLA",,,,OK,OK,"cat Makefile | grep NAME
$>",0,
,"$> export HOLA=hey 
$> echo $HOLA$HOLA$HOLA=hey$HOLA",,,,OK,OK,"heyheyhey=heyhey
$>",0,
,"$> export HOLA=""  bonjour  hey  ""  
$> echo $HOLA | cat -e",,,,OK,OK,"bonjour hey$
$>","0
0",
,"$> export HOLA=""  bonjour  hey  ""  
$> echo """"""$HOLA"""""" | cat -e",,,,OK,OK,"   bonjour    hey    $
$>","0
0",
,"$> export HOLA=""  bonjour  hey  ""  
$> echo wesh""$HOLA"" | cat -e",,,,OK,OK,"wesh   bonjour    hey    $
$>","0
0",
,"$> export HOLA=""  bonjour  hey  ""  
$> echo wesh""""$HOLA.",,,,OK,OK,"wesh bonjour hey .
$>","0
0",/!\ Bien supprimer les espaces en trop au debut et a la fin du string d'export
,"$> export HOLA=""  bonjour  hey  ""  
$> echo wesh$""""HOLA.",,,,OK,OK,"weshHOLA.
$>","0
0",
,"$> export HOLA=""  bonjour  hey  ""  
$> echo wesh$""HOLA HOLA"".",,,,OK,OK,"weshHOLA HOLA.
$>","0
0",
,"$> export HOLA=bonjour
$> export HOLA="" hola et $HOLA""
$> echo $HOLA",,,,OK,OK,"hola et bonjour
$>","0
0
0",
,"$> export HOLA=bonjour
$> export HOLA=' hola et $HOLA'
$> echo $HOLA",,,,OK,OK,"hola et $HOLA
$>","0
0
0",
,"$> export HOLA=bonjour
$> export HOLA="" hola et $HOLA""$HOLA
$> echo $HOLA",,,,OK,OK,"hola et bonjourbonjour
$>","0
0
0",
,"$> export HOLA=""ls        -l    - a""
$> echo $HOLA",,,,OK,OK,"ls -l - a
$>","0
0",
,"$> export HOLA=""s -la"" 
$> l$HOLA",,,,OK,OK,"total 16
drwx------  2 vietdu91 [...] .
drwxrwxewt 51 root     [...] ..
-rwxr-xr-x  8 vietdu91 [...] crashtest.c
[...]
$> ","0
0",
,"$> export HOLA=""s -la"" 
$> l""$HOLA""",,,,OK,OK,"bash: ls -la: command not found
$>",127,
,"$> export HOLA=""s -la"" 
$> l'$HOLA'",,,,OK,OK,"bash: l$HOLA: command not found
$>",127,
,"$> export HOLA=""l"" 
$> $HOLAs",,,,OK,OK,$>,0,
,"$> export HOLA=""l"" 
$> ""$HOLA""s",,,,OK,OK,"crashtest.c  Docs  Dockers  Drawings  Makefile  minishell  philosophers  srcs  test.c
$>",0,
,"$> export HOL=A=bonjour
$> env",,,,OK,OK,"...
HOL=A=bonjour
$>",0,
,"$> export HOLA=""l"" 
$> '$HOLA's",,,,OK,OK,"bash: $HOLAs: command not found
$>",127,
,"$> export HOL=A=""""
$> env",,,,OK,OK,"...
HOL=A=
$>","0
0",
,"$> export TE+S=T
$> env",,,,OK,OK,"bash: export: `TE+S=T': not a valid identifier
$>",1,
,"$> export """"=""""",,,,OK,OK,"bash: export: `=': not a valid identifier
$>",1,
,$> export ''='',,,,OK,OK,"bash: export: `=': not a valid identifier
$>",1,
,"$> export ""=""=""=""",,,,OK,OK,"bash: export: `===': not a valid identifier
$>",1,
,$> export '='='=',,,,OK,OK,"bash: export: `===': not a valid identifier
$>",1,
,"$> export HOLA=p
$> export BYE=w
$> $HOLA""BYE""d",,,,OK,OK,"bash: pBYEd: command not found
$>",127,
,"$> export HOLA=p
$> export BYE=w
$> ""$HOLA""'$BYE'd",,,,OK,OK,"bash: p$BYEd: command not found
$>",127,
